turk_uydu,cop_parca,cop_kaynak,mesafe_t0_km,hiz_t0_km_s,tahmin_t24_km,gercek_t24_km,hata_km,hiz_t24_km_s,delta_mesafe_km,cop_inclination_deg,cop_eccentricity,cop_sma_km,cop_perigee_km,cop_apogee_km,roket_govdesi,malzeme,yanma_orani,yere_dusme_riski,orbital_risk_skoru,bilesik_risk_skoru,cop_norad_id,discos_object_class,discos_mission,discos_mass_kg,discos_shape,risk_sinifi,trend,hesap_utc
IMECE,STARLINK-35180,aktif_uydular,2708.87,14.373,4410.53,3413.73,-996.8,15.019,704.86,53.1577,0.0001,6853.4277,481.6773,483.1782,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,65462,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,ONEWEB-0233,aktif_uydular,12634.33,13.698,4411.97,2150.75,-2261.22,8.568,-10483.58,87.8923,0.0002,7579.9031,1207.3727,1210.4335,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,48795,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-35486,aktif_uydular,9936.23,14.539,4412.65,3165.9,-1246.75,11.651,-6770.33,53.1603,0.0001,6853.4251,481.4923,483.3578,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,66253,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,ONEWEB-0661,aktif_uydular,13178.61,13.594,4412.89,4316.77,-96.12,6.556,-8861.85,87.8944,0.0002,7583.9295,1211.5993,1214.2597,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,55821,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-11571 [DTC],aktif_uydular,11088.81,6.011,4413.4,2155.44,-2257.96,12.814,-8933.37,42.9998,0.0001,6734.602,363.0093,364.1946,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,62986,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-30851,aktif_uydular,4093.64,14.521,4414.11,4675.44,261.33,14.148,581.8,43.0029,0.0001,6861.1492,489.2888,491.0096,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,58215,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-35816,aktif_uydular,9012.14,13.714,4414.68,2928.88,-1485.8,12.277,-6083.26,43.0006,0.0002,6861.1503,489.0765,491.2241,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,66499,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-31566,aktif_uydular,10523.68,13.64,4414.79,2303.14,-2111.65,9.885,-8220.54,43.0022,0.0001,6861.2146,489.4084,491.0208,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,59475,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,HAWK-2C,aktif_uydular,850.68,14.682,4415.43,4976.82,561.39,14.545,4126.15,97.2376,0.0009,6843.2833,466.3098,478.2568,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,47502,Payload,Commercial Sigint,31.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,HAWK-2B,aktif_uydular,731.9,14.715,4415.43,4818.98,403.55,14.586,4087.07,97.2301,0.0009,6843.2724,466.2154,478.3294,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,47508,Payload,Commercial Sigint,31.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-36095,aktif_uydular,5805.81,14.016,4415.81,2562.35,-1853.46,13.231,-3243.46,42.9998,0.0001,6861.1562,489.2608,491.0515,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,66871,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,FLOCK 4BE-15,aktif_uydular,4570.97,14.498,4416.42,2821.8,-1594.62,14.906,-1749.17,97.3738,0.0005,6814.2925,440.0509,446.5341,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,60491,Payload,Commercial Imaging,5.7,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-36737,aktif_uydular,5399.29,14.619,4416.86,2878.72,-1538.14,14.257,-2520.57,97.2842,0.0001,6843.7034,471.7952,473.6115,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,67740,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,CARTOSAT-2B,aktif_uydular,13457.65,2.328,4417.5,3453.81,-963.69,13.718,-10003.84,97.9753,0.0013,7011.7119,631.7818,649.642,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,36795,Payload,Civil Imaging,694.0,Hex Cyl + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-30410,aktif_uydular,10158.41,14.371,4417.81,3421.35,-996.46,11.389,-6737.06,53.1604,0.0001,6853.415,481.6036,483.2265,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,57841,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-34155,aktif_uydular,6077.35,13.662,4418.69,3448.96,-969.73,12.593,-2628.39,43.0055,0.0004,6861.1512,487.7326,492.5698,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,64019,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-37101,aktif_uydular,8001.48,4.547,4418.77,3024.74,-1394.03,9.935,-4976.73,53.1584,0.0001,6706.1589,334.3434,335.9744,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,68234,Unknown,,,,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-35388,aktif_uydular,9452.77,14.458,4419.34,3222.54,-1196.8,11.717,-6230.23,43.0003,0.0001,6861.128,489.1029,491.153,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,66466,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-31738,aktif_uydular,11085.22,14.097,4419.62,4010.55,-409.07,9.163,-7074.66,42.9997,0.0001,6861.2073,489.3414,491.0731,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,59535,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-36096,aktif_uydular,7308.88,13.304,4420.7,3260.33,-1160.37,11.13,-4048.55,53.1575,0.0001,6853.3229,481.7548,482.8911,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,66949,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-35405,aktif_uydular,7113.86,14.516,4421.14,5089.0,667.86,13.057,-2024.86,43.0016,0.0001,6861.1637,489.4021,490.9253,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,66440,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-32829,aktif_uydular,1294.3,14.597,4422.92,4334.16,-88.76,14.646,3039.86,53.16,0.0001,6853.3561,481.3761,483.3361,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,63049,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-11154 [DTC],aktif_uydular,8799.52,2.74,4424.25,3735.53,-688.72,9.404,-5063.99,53.1595,0.0001,6737.9155,366.2775,367.5536,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,61059,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
TURKSAT 5A,BADR-4,aktif_uydular,3488.21,0.259,4424.49,3499.29,-925.2,0.259,11.07,1.7954,0.0007,42165.4126,35764.7746,35824.0507,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,29526,Payload,Commercial Communications,3304.0,Box + 2 Pan + 1 Dish,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,STARLINK-4457,aktif_uydular,13941.72,15.035,4424.53,2843.8,-1580.73,3.474,-11097.92,97.603,0.0002,6927.6562,555.1106,558.2018,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,53663,Payload,Commercial Communications,260.0,Box + 1 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-31647,aktif_uydular,6544.61,14.931,4426.37,3480.98,-945.39,13.753,-3063.63,53.1603,0.0001,6853.3921,481.7821,483.002,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,59389,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-36700,aktif_uydular,6041.37,14.59,4426.57,3335.66,-1090.91,13.01,-2705.71,97.284,0.0001,6843.738,471.8086,473.6673,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,67662,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-37078,aktif_uydular,10407.75,3.856,4427.19,2893.91,-1533.28,12.604,-7513.84,53.1594,0.0001,6705.9969,334.2666,335.7272,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,68174,Unknown,,,,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,ONEWEB-0416,aktif_uydular,13205.7,13.693,4428.12,1668.32,-2759.8,8.092,-11537.37,87.8801,0.0002,7599.8519,1227.3334,1230.3703,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,51625,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-31794,aktif_uydular,4625.84,14.796,4428.58,3964.7,-463.88,13.976,-661.14,43.0006,0.0001,6861.1797,489.4381,490.9214,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,59803,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-36792,aktif_uydular,8654.56,0.889,4428.6,4893.09,464.49,10.112,-3761.47,97.2831,0.0002,6722.0349,349.7207,352.349,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,67804,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,HAWK-2A,aktif_uydular,1315.44,14.622,4429.4,3874.13,-555.27,15.036,2558.68,97.2428,0.0008,6843.1776,466.5498,477.8055,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,47505,Payload,Commercial Sigint,31.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-30071,aktif_uydular,8199.46,14.45,4429.93,3470.04,-959.89,12.716,-4729.42,43.0028,0.0002,6863.7152,491.5429,493.8876,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,56708,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-31183,aktif_uydular,5750.6,14.656,4430.28,4426.77,-3.51,13.515,-1323.83,43.0063,0.0001,6863.679,491.6638,493.6941,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,58747,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-2422,aktif_uydular,7000.43,14.687,4432.04,1930.96,-2501.08,13.8,-5069.48,53.1595,0.0001,6853.3028,481.4043,483.2012,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,47832,Payload,Commercial Communications,260.0,Box + 1 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,TRANSPORTER-10 OBJECT AD,aktif_uydular,6249.16,14.783,4433.93,5511.68,1077.75,14.519,-737.48,97.5498,0.001,6840.2715,462.2911,476.252,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,59125,Payload,Commercial Technology,10.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-36906,aktif_uydular,5983.98,4.348,4434.48,2906.49,-1527.99,5.63,-3077.49,97.2847,0.0001,6743.663,371.7054,373.6206,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,68036,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,MOZHAETS 4 (RS22),aktif_uydular,3360.66,4.319,4435.85,4804.94,369.09,4.52,1444.28,98.346,0.0012,7028.6818,649.5321,665.8316,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,27939,Payload,Civil Technology,64.0,Poly,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,MALLIGYONG-1,aktif_uydular,12634.11,13.932,4437.21,3410.76,-1026.45,3.655,-9223.35,97.3137,0.0007,6877.5244,501.4274,511.6213,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,58400,Payload,Defense Imaging,200.0,Box,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-1667,aktif_uydular,13019.5,1.971,4437.31,1315.28,-3122.03,14.575,-11704.22,53.0223,0.0002,6742.5643,370.2637,372.865,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,46155,Payload,Commercial Communications,260.0,Box + 1 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,ONEWEB-0221,aktif_uydular,11403.76,14.136,4438.7,3889.37,-549.33,9.47,-7514.39,87.8936,0.0002,7579.9002,1207.3926,1210.4078,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,48789,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,ONEWEB-0490,aktif_uydular,14484.75,14.33,4438.86,5313.83,874.97,5.589,-9170.92,87.9204,0.0002,7563.9052,1191.4831,1194.3272,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,54113,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-37031,aktif_uydular,10096.35,4.555,4440.36,3040.6,-1399.76,12.348,-7055.74,53.1596,0.0001,6706.101,334.3754,335.8266,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,68172,Unknown,,,,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-32748,aktif_uydular,4632.3,14.484,4440.63,3359.6,-1081.03,14.524,-1272.7,43.0046,0.0002,6861.1461,488.6847,491.6075,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,62524,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-32843,aktif_uydular,9819.6,14.276,4441.93,6507.5,2065.57,11.794,-3312.1,53.1581,0.0002,6853.3545,481.0619,483.647,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,62814,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,ONEWEB-0689,aktif_uydular,13323.52,14.348,4443.84,3246.9,-1196.94,6.416,-10076.62,87.8909,0.0002,7595.8235,1223.4175,1226.2295,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,61597,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-34569,aktif_uydular,8268.62,14.393,4445.68,1802.17,-2643.51,12.478,-6466.45,53.1578,0.0001,6853.3587,481.5178,483.1996,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,64610,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-32959,aktif_uydular,6833.24,13.83,4445.9,2421.4,-2024.5,13.589,-4411.83,43.0017,0.0001,6861.2094,489.3757,491.043,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,63569,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-32147,aktif_uydular,8348.69,14.006,4446.08,3608.24,-837.84,12.933,-4740.44,53.1617,0.0001,6853.2869,481.3706,483.2032,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,60152,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-34815,aktif_uydular,9431.21,13.167,4446.24,1543.82,-2902.42,9.094,-7887.39,53.1587,0.0001,6853.37,481.7018,483.0382,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,65099,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-35737,aktif_uydular,3967.58,14.648,4449.44,5856.81,1407.37,14.48,1889.22,53.1584,0.0001,6853.3512,481.4836,483.2188,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,66219,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-6255,aktif_uydular,4598.96,14.706,4450.04,2922.25,-1527.79,14.476,-1676.72,43.0031,0.0002,6863.6465,491.4577,493.8353,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,56550,Payload,Commercial Communications,305.0,Box + 1 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,ONEWEB-0473,aktif_uydular,12845.83,14.012,4450.38,3251.78,-1198.6,8.01,-9594.05,87.8803,0.0002,7599.8471,1227.432,1230.2622,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,51653,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,ONEWEB-0681,aktif_uydular,13944.04,13.892,4451.78,6387.45,1935.67,5.508,-7556.59,87.917,0.0002,7555.8858,1183.704,1186.0675,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,56717,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-35824,aktif_uydular,6091.98,14.632,4452.06,1650.01,-2802.05,14.229,-4441.97,53.1603,0.0001,6853.3329,481.3549,483.3108,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,66370,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-35786,aktif_uydular,11449.24,14.24,4452.76,3263.09,-1189.67,7.692,-8186.16,43.0019,0.0002,6861.1254,488.9528,491.298,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,67040,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,ONEWEB-0563,aktif_uydular,13820.77,14.056,4453.48,6438.63,1985.15,6.64,-7382.14,87.9135,0.0002,7559.9156,1187.5231,1190.3082,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,55800,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-31746,aktif_uydular,11645.79,14.33,4454.57,3125.3,-1329.27,7.401,-8520.48,43.0065,0.0002,6861.149,488.8132,491.4849,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,59613,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-31235,aktif_uydular,12430.96,14.43,4457.03,5421.02,963.99,7.673,-7009.94,43.0054,0.0001,6861.171,489.4294,490.9127,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,59038,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,ONEWEB-0321,aktif_uydular,13746.8,13.92,4458.37,3005.36,-1453.01,3.06,-10741.44,87.9146,0.0002,7559.9112,1187.3894,1190.433,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,49191,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-30186,aktif_uydular,11182.08,15.063,4458.65,6199.0,1740.35,9.146,-4983.09,42.9994,0.0002,6906.89,534.3546,537.4254,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,57470,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-2424,aktif_uydular,5736.92,14.623,4458.7,5379.47,920.77,13.622,-357.45,53.1598,0.0001,6853.3155,481.5096,483.1215,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,47834,Payload,Commercial Communications,260.0,Box + 1 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,ONEWEB-0518,aktif_uydular,13719.81,13.827,4460.23,1727.79,-2732.44,3.584,-11992.02,87.9198,0.0002,7563.9063,1191.5063,1194.3064,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,54136,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-31524,aktif_uydular,3773.6,13.671,4460.43,5523.02,1062.59,13.426,1749.42,43.0018,0.0002,6861.1765,489.1274,491.2256,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,59506,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
TURKSAT 4B,COSMOS 2520,aktif_uydular,3692.57,0.269,4460.7,3673.61,-787.09,0.268,-18.97,0.0246,0.0001,42163.9095,35788.8575,35796.9614,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,42907,Payload,Defense Communications,3162.0,Cyl + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-32236,aktif_uydular,3223.17,14.598,4463.06,5691.06,1228.0,14.459,2467.89,53.1609,0.0001,6853.4142,481.5637,483.2647,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,60418,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-35849,aktif_uydular,2929.53,14.627,4464.02,5175.36,711.34,14.936,2245.83,53.1581,0.0001,6853.3363,481.542,483.1306,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,66348,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-35952,aktif_uydular,7243.77,14.562,4464.15,4925.73,461.58,13.04,-2318.04,43.0048,0.0,6861.1511,490.0818,490.2204,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,66520,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-31501,aktif_uydular,6883.37,14.793,4464.27,1893.15,-2571.12,13.592,-4990.22,43.0026,0.0001,6861.1581,489.2284,491.0878,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,59359,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-31607,aktif_uydular,2953.33,14.297,4464.93,3622.11,-842.82,15.017,668.79,53.1613,0.0001,6853.3715,481.6293,483.1138,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,59394,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,YAOGAN-36 02A,aktif_uydular,11922.77,14.801,4467.1,2335.16,-2131.94,8.242,-9587.61,35.006,0.003,6874.8426,482.9232,524.7621,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,54042,Payload,Defense Sigint,300.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-35274,aktif_uydular,6714.51,14.826,4467.83,1698.49,-2769.34,13.891,-5016.02,53.1581,0.0001,6853.3742,481.6868,483.0616,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,66073,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,ONEWEB-0530,aktif_uydular,11940.79,14.256,4469.64,4984.6,514.96,6.595,-6956.19,87.9137,0.0001,7559.912,1188.0245,1189.7995,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,55796,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
