turk_uydu,cop_parca,cop_kaynak,mesafe_t0_km,hiz_t0_km_s,tahmin_t24_km,gercek_t24_km,hata_km,hiz_t24_km_s,delta_mesafe_km,cop_inclination_deg,cop_eccentricity,cop_sma_km,cop_perigee_km,cop_apogee_km,roket_govdesi,malzeme,yanma_orani,yere_dusme_riski,orbital_risk_skoru,bilesik_risk_skoru,cop_norad_id,discos_object_class,discos_mission,discos_mass_kg,discos_shape,risk_sinifi,trend,hesap_utc
GOKTURK 2,STARLINK-31314,aktif_uydular,9331.47,14.636,3521.64,5186.49,1664.85,12.181,-4144.97,53.1589,0.0001,6853.3703,481.5534,483.1872,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,58967,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-35800,aktif_uydular,3041.25,14.959,3522.71,3688.52,165.81,14.398,647.27,53.1584,0.0001,6853.331,481.4592,483.2027,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,66291,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,KUIPER-00262,aktif_uydular,4295.12,15.115,3522.74,6321.65,2798.91,12.955,2026.53,51.8817,0.0002,6831.9962,459.8559,462.1364,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,67788,Payload,Commercial Communications,490.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-11204 [DTC],aktif_uydular,6711.76,2.619,3525.49,4625.4,1099.91,7.745,-2086.36,53.1576,0.0001,6737.9204,366.0317,367.8091,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,60931,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-33699,aktif_uydular,11571.77,14.504,3528.27,2451.51,-1076.76,7.776,-9120.26,43.0034,0.0001,6861.1171,489.2368,490.9974,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,63328,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-37096,aktif_uydular,8722.89,2.787,3528.6,3422.03,-106.57,10.922,-5300.86,53.1585,0.0001,6706.1095,334.4221,335.7969,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,68239,Unknown,,,,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-31881,aktif_uydular,12249.18,14.742,3530.95,2277.49,-1253.46,6.672,-9971.7,43.0053,0.0001,6861.1767,489.1886,491.1647,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,59659,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-30102,aktif_uydular,6354.42,14.928,3532.91,4455.22,922.31,13.294,-1899.2,43.0019,0.0002,6858.2239,486.1238,488.3239,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,57434,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,ONEWEB-0354,aktif_uydular,14548.91,14.766,3534.56,2012.4,-1522.16,2.263,-12536.51,87.9146,0.0002,7559.9118,1187.7272,1190.0965,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,49217,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-5710,aktif_uydular,9510.3,13.603,3542.7,2025.58,-1517.12,12.369,-7484.73,42.9997,0.0002,6874.2132,501.718,504.7083,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,55616,Payload,Commercial Communications,260.0,Box + 1 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-32850,aktif_uydular,5436.34,15.012,3543.21,864.85,-2678.36,14.311,-4571.48,53.1596,0.0002,6853.4504,481.3217,483.5792,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,62950,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-30230,aktif_uydular,11647.32,14.655,3544.54,2333.21,-1211.33,7.94,-9314.11,43.0032,0.0002,6863.7072,491.4601,493.9543,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,57503,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-36452,aktif_uydular,5268.6,14.905,3546.11,1608.77,-1937.34,14.252,-3659.83,43.0053,0.0001,6861.1872,489.5038,490.8706,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,67405,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-36660,aktif_uydular,6630.58,15.048,3547.1,3051.97,-495.13,13.448,-3578.6,43.0008,0.0001,6858.6293,487.001,488.2575,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,67848,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-31741,aktif_uydular,11227.1,14.627,3552.62,2549.75,-1002.87,9.095,-8677.35,42.9988,0.0002,6861.1419,488.9597,491.3241,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,59550,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-37092,aktif_uydular,8590.15,2.907,3552.87,3209.71,-343.16,10.777,-5380.44,53.1586,0.0001,6706.1378,334.5665,335.7092,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,68240,Unknown,,,,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-32204,aktif_uydular,5530.74,14.515,3553.32,976.8,-2576.52,13.928,-4553.94,53.1598,0.0001,6853.3722,481.6382,483.1062,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,60584,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-35163,aktif_uydular,8156.52,14.854,3553.68,3187.85,-365.83,13.056,-4968.67,53.1571,0.0001,6853.49,481.6477,483.3323,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,65507,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-31354,aktif_uydular,10889.43,14.942,3554.2,3389.32,-164.88,10.518,-7500.11,53.1597,0.0001,6853.4085,481.8692,482.9479,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,58942,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,CUAVA-2,aktif_uydular,2815.7,14.883,3556.57,1957.55,-1599.02,15.106,-858.15,97.3749,0.0006,6841.6641,466.2793,475.0489,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,60527,Payload,Amateur Technology,10.0,Box,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-11327 [DTC],aktif_uydular,4418.84,4.62,3558.03,2390.42,-1167.61,5.194,-2028.42,53.1584,0.0001,6737.8854,366.2022,367.5686,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,61695,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-32683,aktif_uydular,12095.36,14.866,3558.21,1523.35,-2034.86,7.804,-10572.01,53.1586,0.0001,6853.2801,481.6941,482.866,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,62445,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-35835,aktif_uydular,6343.13,14.015,3558.54,2115.99,-1442.55,13.064,-4227.14,42.999,0.0002,6861.1953,489.1201,491.2704,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,66569,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-32023,aktif_uydular,7164.55,14.439,3559.88,1300.49,-2259.39,13.181,-5864.05,53.1607,0.0001,6853.3977,481.6377,483.1578,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,60197,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,JILIN-1 04,aktif_uydular,4028.39,15.105,3561.26,2316.0,-1245.26,14.605,-1712.39,97.4771,0.0005,6823.4258,448.7193,456.1323,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,43022,Payload,Commercial Imaging,42.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-36726,aktif_uydular,5515.11,15.1,3566.27,537.92,-3028.35,14.082,-4977.19,42.999,0.0002,6841.9104,469.8657,471.9552,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,67925,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-5032,aktif_uydular,11893.17,14.895,3569.87,3754.66,184.79,7.94,-8138.51,53.2181,0.0002,6877.9431,505.6424,508.2437,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,53895,Payload,Commercial Communications,260.0,Box + 1 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
TURKSAT 3A,ATHENA-FIDUS,aktif_uydular,3104.42,0.225,3569.98,3112.01,-457.97,0.226,7.59,0.0202,0.0001,42165.5152,35788.6416,35800.3889,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,39509,Payload,Civil Communications,3080.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
TURKSAT 4A,ATHENA-FIDUS,aktif_uydular,3077.25,0.225,3569.98,3075.38,-494.6,0.225,-1.87,0.0202,0.0001,42165.5152,35788.6416,35800.3889,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,39509,Payload,Civil Communications,3080.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
TURKSAT 5B,ATHENA-FIDUS,aktif_uydular,3094.97,0.225,3569.98,3101.95,-468.03,0.226,6.99,0.0202,0.0001,42165.5152,35788.6416,35800.3889,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,39509,Payload,Civil Communications,3080.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
TURKSAT 6A,ATHENA-FIDUS,aktif_uydular,3084.85,0.225,3569.98,3092.8,-477.18,0.226,7.95,0.0202,0.0001,42165.5152,35788.6416,35800.3889,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,39509,Payload,Civil Communications,3080.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,ONEWEB-0108,aktif_uydular,14260.31,14.547,3575.72,3514.89,-60.83,4.23,-10745.42,87.9021,0.0002,7587.9024,1215.743,1218.0618,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,48076,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,STARLINK-36634,aktif_uydular,808.48,14.951,3577.19,3620.45,43.26,14.723,2811.97,97.2852,0.0002,6843.6703,471.6089,473.7318,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,67593,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-11343 [DTC],aktif_uydular,5156.75,4.727,3580.2,4636.44,1056.24,7.172,-520.31,53.1569,0.0001,6737.7395,366.1196,367.3594,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,62017,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-31380,aktif_uydular,3595.26,14.604,3582.29,2164.94,-1417.35,14.314,-1430.32,53.1625,0.0001,6853.4022,481.6449,483.1595,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,58979,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-36643,aktif_uydular,6635.78,15.011,3584.58,3262.15,-322.43,13.423,-3373.63,43.0005,0.0002,6858.4719,486.0728,488.8711,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,67822,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,STARLINK-4406,aktif_uydular,13926.69,15.053,3584.71,943.09,-2641.62,1.996,-12983.61,97.6035,0.0002,6911.1745,538.898,541.451,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,53667,Payload,Commercial Communications,260.0,Box + 1 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-32824,aktif_uydular,4862.94,14.553,3586.01,1525.35,-2060.66,13.871,-3337.59,53.1589,0.0001,6853.4009,481.4874,483.3145,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,62817,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-34401,aktif_uydular,6184.6,14.97,3590.17,1591.2,-1998.97,14.048,-4593.4,53.1587,0.0001,6853.4389,481.4692,483.4087,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,64757,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-11103 [DTC],aktif_uydular,7561.94,2.315,3590.63,4035.17,444.54,8.258,-3526.76,53.1588,0.0001,6737.9211,366.0681,367.7741,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,59718,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-34215,aktif_uydular,9495.8,15.016,3592.83,1893.71,-1699.12,11.687,-7602.09,42.9979,0.0001,6861.1097,489.3934,490.826,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,64252,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-35790,aktif_uydular,12020.36,14.625,3593.22,2384.27,-1208.95,6.94,-9636.09,43.003,0.0002,6861.1187,488.9365,491.3008,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,67055,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-31487,aktif_uydular,5484.56,14.908,3593.96,3748.36,154.4,13.66,-1736.2,42.9994,0.0001,6861.1941,489.2912,491.097,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,59297,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-32137,aktif_uydular,10953.21,14.793,3595.82,4993.77,1397.95,10.548,-5959.44,53.1596,0.0001,6853.3546,481.9249,482.7843,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,60155,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,ONEWEB-0368,aktif_uydular,14440.48,14.666,3596.43,3805.27,208.84,4.014,-10635.21,87.9138,0.0002,7559.9303,1187.3806,1190.4801,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,49294,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-33931,aktif_uydular,11459.78,14.522,3596.69,5359.5,1762.81,9.466,-6100.28,43.0018,0.0002,6861.1254,489.0111,491.2396,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,64006,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,ONEWEB-0172,aktif_uydular,14401.72,14.664,3596.75,2532.27,-1064.48,3.528,-11869.46,87.9012,0.0002,7587.8973,1215.4753,1218.3192,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,48071,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,ONEWEB-0328,aktif_uydular,14410.88,14.587,3596.75,836.95,-2759.8,2.765,-13573.93,87.9023,0.0002,7587.908,1215.5953,1218.2207,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,49197,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,NEXTSAT-2,aktif_uydular,11514.76,15.08,3598.93,4436.04,837.11,8.469,-7078.72,97.5304,0.0005,6863.8721,489.6536,496.0905,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,56743,Payload,Civil Ast/Tech,180.0,Box + 1 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-30870,aktif_uydular,6417.57,13.955,3599.78,2325.12,-1274.66,12.887,-4092.46,42.9988,0.0001,6861.1819,489.305,491.0587,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,58369,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-11537 [DTC],aktif_uydular,8576.62,2.874,3599.94,1841.0,-1758.94,9.808,-6735.61,42.9983,0.0002,6733.9255,361.3774,364.4736,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,62911,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,ONEWEB-0516,aktif_uydular,14025.77,14.728,3601.68,1737.65,-1864.03,4.513,-12288.12,87.9199,0.0002,7563.9053,1191.5181,1194.2925,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,54134,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-5481,aktif_uydular,11575.73,14.538,3602.07,2733.27,-868.8,7.974,-8842.47,43.0049,0.0002,6868.5201,496.4596,498.5806,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,57255,Payload,Commercial Communications,305.0,Box + 1 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-5517,aktif_uydular,9772.03,13.781,3605.88,1531.54,-2074.34,11.084,-8240.49,43.0006,0.0002,6869.4469,496.8875,500.0062,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,57249,Payload,Commercial Communications,305.0,Box + 1 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-32244,aktif_uydular,5612.65,15.043,3607.19,2993.01,-614.18,14.039,-2619.63,53.1593,0.0001,6853.3602,481.6249,483.0956,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,60411,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-31932,aktif_uydular,10797.0,14.899,3608.04,2165.98,-1442.06,9.963,-8631.02,43.0072,0.0006,6861.6764,486.532,494.8209,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,59929,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-35329,aktif_uydular,12914.04,15.018,3608.76,2676.99,-931.77,5.793,-10237.05,53.158,0.0001,6853.3498,481.5939,483.1057,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,65908,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
TURKSAT 4B,AZERSPACE 1,aktif_uydular,2986.48,0.218,3611.61,2976.28,-635.33,0.217,-10.2,0.0151,0.0001,42164.8222,35788.7962,35798.8483,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,39079,Payload,Civil Communications,3238.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,YAOGAN-33 03,aktif_uydular,2624.83,3.219,3613.25,547.87,-3065.38,3.8,-2076.96,98.1941,0.0009,7075.6836,698.232,711.1352,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,57797,Payload,Defense Radar Imaging,1040.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,2024-174E,aktif_uydular,3429.86,14.881,3613.63,2587.72,-1025.91,14.712,-842.13,97.4504,0.0014,6864.4272,483.6618,503.1925,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,61242,Payload,Commercial Meteo Radio Occ.,50.0,Box + 1 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-36312,aktif_uydular,2326.46,15.008,3615.44,1301.47,-2313.97,14.71,-1024.99,97.2866,0.0001,6843.6949,472.0701,473.3197,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,67609,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-32476,aktif_uydular,12997.15,14.974,3617.49,3142.78,-474.71,5.681,-9854.37,53.1595,0.0001,6853.4537,481.8774,483.0301,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,61550,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-32270,aktif_uydular,10732.83,14.924,3617.78,3819.6,201.82,10.753,-6913.23,53.1606,0.0001,6853.3845,481.693,483.076,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,60364,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-32330,aktif_uydular,5774.89,14.868,3618.44,3948.03,329.59,13.538,-1826.85,43.0001,0.0001,6861.1624,489.4544,490.8705,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,61850,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,FLOCK 4G-20,aktif_uydular,3121.84,14.838,3620.52,3563.5,-57.02,14.79,441.66,97.3922,0.0003,6825.3905,452.2249,456.5562,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,62636,Payload,Commercial Imaging,5.7,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,FLOCK 4G-20,aktif_uydular,2308.46,14.814,3620.52,1579.65,-2040.87,15.048,-728.82,97.3922,0.0003,6825.3905,452.2249,456.5562,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,62636,Payload,Commercial Imaging,5.7,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-30487,aktif_uydular,10164.83,14.798,3621.04,3977.77,356.73,10.987,-6187.06,42.9992,0.0001,6863.7455,491.8697,493.6213,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,57924,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-32832,aktif_uydular,7154.17,14.919,3624.37,2634.02,-990.35,13.605,-4520.15,53.1586,0.0001,6853.3929,481.6109,483.1749,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,63040,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,ONEWEB-0324,aktif_uydular,14558.08,14.66,3624.46,983.19,-2641.27,1.11,-13574.89,87.9243,0.0002,7567.8721,1195.4774,1198.2669,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,49193,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,JILIN-1 05,aktif_uydular,3818.33,15.103,3625.79,3181.12,-444.67,14.216,-637.21,97.4785,0.0006,6845.8878,470.6639,479.1117,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,43023,Payload,Commercial Imaging,42.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,FLOCK 4BE-14,aktif_uydular,934.93,14.993,3626.11,1389.69,-2236.42,15.058,454.75,97.372,0.0004,6829.1854,455.1799,461.191,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,60517,Payload,Commercial Imaging,5.7,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-35465,aktif_uydular,10291.25,14.754,3627.6,3092.27,-535.33,11.25,-7198.98,53.1578,0.0001,6853.4313,481.6582,483.2043,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,65871,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-33732,aktif_uydular,10507.1,14.836,3627.92,2162.49,-1465.43,10.468,-8344.61,42.9998,0.0002,6861.1632,489.0483,491.2781,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,63575,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
